Ativo,Estrategia,Original_Signal,Executed_Dir,Entry_Date,Date,Entry_Price,Exit_Price,Hold_Days,Exit_Reason,Metric,PNL,Return_%
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-01,2024-07-02,121.08,121.33,1,Daily Cash MtM,Beta,401.88,0.2065
CEAB3,OU_MR,Sell,Buy,2024-06-26,2024-07-02,9.02,8.41,5,Time Exit,HL:5.5,-3381.37,-6.76
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-02,2024-07-03,121.33,122.14,1,Daily Cash MtM,Beta,1269.3,0.6676
ALPA4,OU_MR,Buy,Sell,2024-06-25,2024-07-03,7.69,7.58,7,Time Exit,HL:7.5,715.21,1.43
POSI3,OU_MR,Buy,Sell,2024-06-28,2024-07-03,7.48,7.49,4,Time Exit,HL:4.4,-66.84,-0.13
AZZA3,OU_MR,Sell,Buy,2024-07-01,2024-07-03,45.45,45.4,3,Time Exit,HL:3.9,-55.01,-0.11
BEEF3,OU_MR,Sell,Buy,2024-07-01,2024-07-03,6.42,6.52,3,Time Exit,HL:3.2,778.82,1.56
ASAI3,VWAP_Divergence,Buy,Sell,2024-07-02,2024-07-04,9.67,10.64,3,Stop Loss,Div:-8.6%,-5015.51,-10.03
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-03,2024-07-04,122.14,122.62,1,Daily Cash MtM,Beta,954.08,0.393
AXIA3,OU_MR,Buy,Sell,2024-06-24,2024-07-04,31.0,34.12,9,Stop Loss,HL:11.5,-5032.26,-10.06
BMGB4,OU_MR,Sell,Buy,2024-07-02,2024-07-04,2.75,2.85,3,Time Exit,HL:3.1,1818.18,3.64
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-04,2024-07-05,122.62,122.7,1,Daily Cash MtM,Beta,121.01,0.0652
AXIA6,OU_MR,Buy,Sell,2024-06-24,2024-07-05,27.27,30.01,10,Stop Loss,HL:11.4,-5023.84,-10.05
FRAS3,OU_MR,Sell,Buy,2024-06-27,2024-07-05,18.26,19.19,7,Time Exit,HL:7.4,2546.55,5.09
PCAR3,OU_MR,Buy,Sell,2024-06-28,2024-07-05,2.78,3.06,6,Stop Loss,HL:8.0,-5035.97,-10.07
BHIA3,OU_MR,Buy,Sell,2024-07-03,2024-07-05,5.15,5.67,3,Stop Loss,HL:6.1,-5048.54,-10.1
CMIN3,OU_MR,Sell,Buy,2024-07-03,2024-07-05,4.62,4.57,3,Time Exit,HL:3.4,-541.13,-1.08
EQTL3,OU_MR,Sell,Buy,2024-07-04,2024-07-08,30.31,30.69,3,Time Exit,HL:3.4,626.86,1.25
CVCB3,OU_MR,Buy,Sell,2024-07-04,2024-07-08,1.91,2.0,3,Time Exit,HL:3.6,-2356.02,-4.71
ABCB4,OU_MR,Sell,Buy,2024-06-27,2024-07-08,18.12,19.43,8,Time Exit,HL:8.0,3614.79,7.23
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-05,2024-07-08,122.7,122.94,1,Daily Cash MtM,Beta,533.05,0.1956
BEEF3,OU_MR,Sell,Buy,2024-07-04,2024-07-08,6.56,6.7,3,Time Exit,HL:3.8,1067.07,2.13
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-08,2024-07-09,122.94,123.54,1,Daily Cash MtM,Beta,1102.97,0.488
PLPL3,OU_MR,Sell,Buy,2024-06-28,2024-07-09,9.34,8.71,8,Time Exit,HL:8.8,-3372.59,-6.75
BPAC11,OU_MR,Buy,Sell,2024-07-02,2024-07-09,29.43,30.64,6,Time Exit,HL:6.1,-2055.73,-4.11
CSMG3,Vol_Climax,Buy,Sell,2024-07-03,2024-07-09,17.96,18.5,5,Time Exit,Vz:3.1,-1503.34,-3.01
ALOS3,OU_MR,Sell,Buy,2024-07-08,2024-07-09,19.66,19.77,2,Time Exit,HL:2.3,279.76,0.56
CPLE3,OU_MR,Sell,Buy,2024-07-08,2024-07-09,7.83,8.02,2,Time Exit,HL:2.0,1213.28,2.43
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-09,2024-07-10,123.54,123.5,1,Daily Cash MtM,Beta,-87.96,-0.0324
DIRR3,OU_MR,Sell,Buy,2024-06-28,2024-07-10,6.83,7.41,9,Time Exit,HL:9.4,4245.97,8.49
GRND3,OU_MR,Buy,Sell,2024-06-28,2024-07-10,4.06,4.22,9,Time Exit,HL:9.1,-1970.44,-3.94
CSAN3,OU_MR,Sell,Buy,2024-07-01,2024-07-10,13.54,14.02,8,Time Exit,HL:8.0,1772.53,3.55
AXIA3,OU_MR,Sell,Buy,2024-07-05,2024-07-10,34.0,34.0,4,Time Exit,HL:4.8,0.0,0.0
ANIM3,OU_MR,Sell,Buy,2024-07-08,2024-07-10,3.09,3.28,3,Time Exit,HL:3.8,3074.43,6.15
CPLE3,OU_MR,Sell,Buy,2024-07-10,2024-07-11,8.02,8.17,2,Time Exit,HL:2.4,935.16,1.87
ALOS3,OU_MR,Sell,Buy,2024-07-10,2024-07-11,19.9,19.57,2,Time Exit,HL:2.9,-829.15,-1.66
CVCB3,OU_MR,Sell,Buy,2024-07-09,2024-07-11,2.0,2.15,3,Time Exit,HL:3.1,3750.0,7.5
ARML3,Vol_Climax,Sell,Buy,2024-07-05,2024-07-11,8.98,9.17,5,Time Exit,Vz:2.9,1057.91,2.12
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-10,2024-07-11,123.5,124.57,1,Daily Cash MtM,Beta,2414.63,0.8664
ECOR3,OU_MR,Sell,Buy,2024-07-05,2024-07-11,7.12,7.26,5,Time Exit,HL:5.2,983.15,1.97
ENGI11,OU_MR,Sell,Buy,2024-07-11,2024-07-12,39.31,39.81,2,Time Exit,HL:2.9,635.97,1.27
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-11,2024-07-12,124.57,125.2,1,Daily Cash MtM,Beta,1451.52,0.5057
BRSR6,OU_MR,Sell,Buy,2024-07-01,2024-07-12,9.39,9.77,10,Time Exit,HL:10.4,2023.43,4.05
GOAU4,OU_MR,Sell,Buy,2024-07-04,2024-07-12,7.57,7.53,7,Time Exit,HL:7.0,-264.2,-0.53
AXIA6,OU_MR,Sell,Buy,2024-07-08,2024-07-12,29.71,30.32,5,Time Exit,HL:5.3,1026.59,2.05
AZZA3,OU_MR,Sell,Buy,2024-07-10,2024-07-12,48.03,48.48,3,Time Exit,HL:3.9,468.46,0.94
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-12,2024-07-15,125.2,125.72,1,Daily Cash MtM,Beta,1214.25,0.4153
B3SA3,OU_MR,Sell,Buy,2024-07-10,2024-07-15,10.06,10.75,4,Time Exit,HL:4.8,3429.42,6.86
CPFE3,OU_MR,Sell,Buy,2024-07-10,2024-07-15,33.43,33.17,4,Time Exit,HL:4.7,-388.87,-0.78
ENEV3,OU_MR,Sell,Buy,2024-07-12,2024-07-15,13.31,13.24,2,Time Exit,HL:2.2,-262.96,-0.53
CPLE3,OU_MR,Sell,Buy,2024-07-12,2024-07-16,8.17,8.24,3,Time Exit,HL:3.2,428.4,0.86
EZTC3,OU_MR,Sell,Buy,2024-07-12,2024-07-16,9.84,10.07,3,Time Exit,HL:3.2,1168.7,2.34
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-15,2024-07-16,125.72,125.37,1,Daily Cash MtM,Beta,-546.61,-0.2784
CXSE3,Keltner_Squeeze,Buy,Sell,2024-07-08,2024-07-16,12.44,12.5,7,Time Exit,SqueezeBrk_Up,-241.16,-0.48
CEAB3,OU_MR,Sell,Buy,2024-07-12,2024-07-17,10.1,9.09,4,Stop Loss,HL:4.9,-5000.0,-10.0
CVCB3,OU_MR,Sell,Buy,2024-07-15,2024-07-17,2.09,1.96,3,Time Exit,HL:3.8,-3110.05,-6.22
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-16,2024-07-17,125.37,125.82,1,Daily Cash MtM,Beta,707.65,0.3589
BBDC3,OU_MR,Sell,Buy,2024-07-09,2024-07-17,9.65,9.99,7,Time Exit,HL:7.6,1761.66,3.52
CYRE3,OU_MR,Sell,Buy,2024-07-11,2024-07-18,18.39,17.53,6,Time Exit,HL:6.6,-2338.23,-4.68
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-17,2024-07-18,125.82,124.02,1,Daily Cash MtM,Beta,-2739.81,-1.4306
ANIM3,OU_MR,Sell,Buy,2024-07-11,2024-07-18,3.35,3.06,6,Time Exit,HL:6.5,-4328.36,-8.66
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-18,2024-07-19,124.02,124.0,1,Daily Cash MtM,Beta,-21.3,-0.0161
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-19,2024-07-22,124.0,124.26,1,Daily Cash MtM,Beta,67.27,0.2097
DXCO3,OU_MR,Sell,Buy,2024-07-11,2024-07-22,6.25,6.41,8,Time Exit,HL:8.5,1280.0,2.56
BBSE3,OU_MR,Sell,Buy,2024-07-16,2024-07-22,27.16,27.47,5,Time Exit,HL:5.9,570.69,1.14
CSNA3,OU_MR,Sell,Buy,2024-07-17,2024-07-22,12.4,12.06,4,Time Exit,HL:4.4,-1370.97,-2.74
DASA3,OU_MR,Sell,Buy,2024-07-18,2024-07-23,3.71,3.34,4,Stop Loss,HL:7.8,-4986.52,-9.97
EZTC3,OU_MR,Sell,Buy,2024-07-17,2024-07-23,9.98,9.66,5,Time Exit,HL:5.4,-1603.21,-3.21
B3SA3,OU_MR,Sell,Buy,2024-07-16,2024-07-23,10.76,10.49,6,Time Exit,HL:6.1,-1254.65,-2.51
BRKM5,OU_MR,Sell,Buy,2024-07-15,2024-07-23,19.41,18.17,7,Time Exit,HL:7.3,-3194.23,-6.39
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-22,2024-07-23,124.26,122.95,1,Daily Cash MtM,Beta,-1925.39,-1.0542
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-23,2024-07-24,122.95,122.86,1,Daily Cash MtM,Beta,-160.79,-0.0732
AXIA3,OU_MR,Sell,Buy,2024-07-11,2024-07-24,34.37,33.17,10,Time Exit,HL:10.1,-1745.71,-3.49
AURE3,OU_MR,Sell,Buy,2024-07-15,2024-07-24,12.41,12.07,8,Time Exit,HL:8.8,-1369.86,-2.74
AZZA3,OU_MR,Sell,Buy,2024-07-15,2024-07-24,48.51,46.16,8,Time Exit,HL:8.1,-2422.18,-4.84
CMIG4,OU_MR,Sell,Buy,2024-07-18,2024-07-25,8.65,8.31,6,Time Exit,HL:6.0,-1965.32,-3.93
BBDC4,OU_MR,Sell,Buy,2024-07-12,2024-07-25,10.87,10.57,10,Time Exit,HL:10.5,-1379.94,-2.76
CAML3,OU_MR,Sell,Buy,2024-07-16,2024-07-25,8.46,8.05,8,Time Exit,HL:8.3,-2423.17,-4.85
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-24,2024-07-25,122.86,122.41,1,Daily Cash MtM,Beta,-600.57,-0.3663
CASH3,OU_MR,Sell,Buy,2024-07-09,2024-07-25,6.11,5.64,13,Time Exit,HL:13.7,-3846.15,-7.69
ISAE4,OU_MR,Buy,Sell,2024-07-24,2024-07-26,21.38,21.47,3,Time Exit,HL:3.7,-210.48,-0.42
GGBR4,OU_MR,Sell,Buy,2024-07-18,2024-07-26,17.8,17.18,7,Time Exit,HL:7.4,-1741.57,-3.48
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-25,2024-07-26,122.41,123.98,1,Daily Cash MtM,Beta,2613.3,1.2826
BRAV3,OU_MR,Sell,Buy,2024-07-09,2024-07-26,28.13,25.3,14,Stop Loss,HL:14.3,-5030.22,-10.06
GOAU4,OU_MR,Sell,Buy,2024-07-17,2024-07-26,7.82,7.45,8,Time Exit,HL:8.9,-2365.73,-4.73
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-26,2024-07-29,123.98,123.46,1,Daily Cash MtM,Beta,-826.35,-0.4194
BBAS3,Keltner_Squeeze,Buy,Sell,2024-07-19,2024-07-29,24.43,24.42,7,Time Exit,SqueezeBrk_Up,20.47,0.04
CSMG3,OU_MR,Sell,Buy,2024-07-24,2024-07-29,19.71,19.73,4,Time Exit,HL:4.6,50.74,0.1
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-29,2024-07-30,123.46,122.71,1,Daily Cash MtM,Beta,-584.79,-0.6075
BEEF3,OU_MR,Buy,Sell,2024-07-25,2024-07-30,6.07,6.14,4,Time Exit,HL:4.3,-576.61,-1.15
CMIN3,OU_MR,Buy,Sell,2024-07-25,2024-07-30,4.19,4.18,4,Time Exit,HL:4.2,119.33,0.24
CSNA3,OU_MR,Buy,Sell,2024-07-25,2024-07-30,11.38,11.17,4,Time Exit,HL:4.2,922.67,1.85
HYPE3,OU_MR,Buy,Sell,2024-07-26,2024-07-30,25.8,27.13,3,Time Exit,HL:3.0,-2577.52,-5.16
AURE3,OU_MR,Buy,Sell,2024-07-26,2024-07-31,12.04,11.81,4,Time Exit,HL:4.9,955.15,1.91
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-30,2024-07-31,122.71,124.04,1,Daily Cash MtM,Beta,2097.99,1.0839
ALPA4,OU_MR,Buy,Sell,2024-07-23,2024-07-31,7.5,7.26,7,Time Exit,HL:7.6,1600.0,3.2
BHIA3,OU_MR,Buy,Sell,2024-07-23,2024-07-31,4.81,4.47,7,Time Exit,HL:7.7,3534.3,7.07
BRSR6,OU_MR,Buy,Sell,2024-07-29,2024-07-31,9.48,9.47,3,Time Exit,HL:3.1,52.74,0.11
ABEV3,OU_MR,Sell,Buy,2024-07-15,2024-08-01,9.72,9.79,14,Time Exit,HL:15.0,360.08,0.72
ENGI11,OU_MR,Buy,Sell,2024-07-29,2024-08-01,36.85,37.08,4,Time Exit,HL:4.1,-312.08,-0.62
ETER3,Vol_Climax,Sell,Buy,2024-07-26,2024-08-01,5.23,5.37,5,Time Exit,Vz:4.2,1338.43,2.68
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-07-31,2024-08-01,124.04,123.74,1,Daily Cash MtM,Beta,-488.09,-0.2419
COGN3,OU_MR,Buy,Sell,2024-07-23,2024-08-01,1.44,1.26,8,Take Profit,HL:13.3,6250.0,12.5
CEAB3,OU_MR,Buy,Sell,2024-07-26,2024-08-01,7.72,7.73,5,Time Exit,HL:5.4,-64.77,-0.13
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-01,2024-08-02,123.74,122.38,1,Daily Cash MtM,Beta,-2845.42,-1.0991
CBAV3,OU_MR,Buy,Sell,2024-07-24,2024-08-02,5.69,4.98,8,Take Profit,HL:8.5,6239.02,12.48
KEPL3,OU_MR,Sell,Buy,2024-07-24,2024-08-02,9.16,9.55,8,Time Exit,HL:8.6,2128.82,4.26
CPFE3,OU_MR,Buy,Sell,2024-07-29,2024-08-02,32.86,33.2,5,Time Exit,HL:5.4,-517.35,-1.03
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-02,2024-08-05,122.38,121.77,1,Daily Cash MtM,Beta,-816.94,-0.4984
CASH3,OU_MR,Buy,Sell,2024-08-05,2024-08-06,5.31,5.33,2,Time Exit,HL:2.2,-188.32,-0.38
INTB3,OU_MR,Buy,Sell,2024-08-01,2024-08-06,19.3,18.28,4,Time Exit,HL:4.3,2642.49,5.28
AURE3,OU_MR,Buy,Sell,2024-08-01,2024-08-06,11.83,11.54,4,Time Exit,HL:4.3,1225.7,2.45
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-05,2024-08-06,121.77,122.74,1,Daily Cash MtM,Beta,104.19,0.7966
HBSA3,OU_MR,Buy,Sell,2024-07-30,2024-08-06,3.54,3.52,6,Time Exit,HL:6.8,282.49,0.56
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-06,2024-08-07,122.74,124.04,1,Daily Cash MtM,Beta,2299.9,1.0592
BBDC3,OU_MR,Sell,Buy,2024-07-19,2024-08-07,9.82,11.04,14,Take Profit,HL:15.0,6211.81,12.42
ARML3,OU_MR,Buy,Sell,2024-07-31,2024-08-07,7.37,7.38,6,Time Exit,HL:6.4,-67.84,-0.14
PETR4,OU_MR,Buy,Sell,2024-07-31,2024-08-07,29.96,29.35,6,Time Exit,HL:6.5,1018.02,2.04
BHIA3,Vol_Climax,Sell,Buy,2024-08-07,2024-08-08,4.08,4.66,2,Take Profit,Vz:2.8,7107.84,14.22
AURE3,OU_MR,Buy,Sell,2024-08-07,2024-08-08,11.52,11.38,2,Time Exit,HL:2.7,607.64,1.22
BRKM5,OU_MR,Buy,Sell,2024-08-05,2024-08-08,15.93,17.53,4,Stop Loss,HL:6.2,-5021.97,-10.04
BRAV3,OU_MR,Buy,Sell,2024-07-29,2024-08-08,25.74,27.89,9,Time Exit,HL:9.2,-4176.38,-8.35
MGLU3,OU_MR,Buy,Sell,2024-07-31,2024-08-08,10.36,11.4,7,Stop Loss,HL:11.1,-5019.31,-10.04
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-07,2024-08-08,124.04,125.3,1,Daily Cash MtM,Beta,1793.99,1.0158
COGN3,VWAP_Divergence,Buy,Sell,2024-08-02,2024-08-08,1.25,1.38,5,Stop Loss,Div:-11.5%,-5200.0,-10.4
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-08,2024-08-09,125.3,127.13,1,Daily Cash MtM,Beta,4625.36,1.4605
PETR3,OU_MR,Buy,Sell,2024-07-31,2024-08-09,32.8,32.32,8,Time Exit,HL:8.4,731.71,1.46
CSMG3,Vol_Climax,Buy,Sell,2024-08-05,2024-08-09,18.39,20.01,5,Time Exit,Vz:3.7,-4404.57,-8.81
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-09,2024-08-12,127.13,127.65,1,Daily Cash MtM,Beta,481.24,0.409
AXIA3,OU_MR,Sell,Buy,2024-08-02,2024-08-12,35.97,35.06,7,Time Exit,HL:7.5,-1264.94,-2.53
AZZA3,OU_MR,Buy,Sell,2024-08-02,2024-08-12,44.55,47.79,7,Time Exit,HL:7.2,-3636.36,-7.27
CURY3,Keltner_Squeeze,Buy,Sell,2024-08-02,2024-08-12,18.46,19.66,7,Time Exit,SqueezeBrk_Up,-3250.27,-6.5
BBDC4,OU_MR,Sell,Buy,2024-08-07,2024-08-12,12.16,12.6,4,Time Exit,HL:4.3,1809.21,3.62
BPAC11,OU_MR,Sell,Buy,2024-08-09,2024-08-12,33.17,33.55,2,Time Exit,HL:2.5,572.81,1.15
CSAN3,OU_MR,Buy,Sell,2024-08-01,2024-08-13,13.44,13.72,9,Time Exit,HL:9.1,-1041.67,-2.08
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-12,2024-08-13,127.65,128.78,1,Daily Cash MtM,Beta,2322.52,0.8852
AXIA6,OU_MR,Sell,Buy,2024-08-02,2024-08-13,31.18,30.95,8,Time Exit,HL:8.7,-368.83,-0.74
CMIG3,OU_MR,Buy,Sell,2024-08-09,2024-08-14,10.22,11.25,4,Stop Loss,HL:4.8,-5039.14,-10.08
AURE3,OU_MR,Buy,Sell,2024-08-09,2024-08-14,11.4,11.57,4,Time Exit,HL:4.9,-745.61,-1.49
BPAC11,OU_MR,Sell,Buy,2024-08-13,2024-08-14,33.7,33.49,2,Time Exit,HL:2.5,-311.57,-0.62
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-13,2024-08-14,128.78,129.68,1,Daily Cash MtM,Beta,791.64,0.6989
BBDC3,VWAP_Divergence,Sell,Buy,2024-08-08,2024-08-14,10.87,11.42,5,Time Exit,Div:8.5%,2529.9,5.06
AERI3,OU_MR,Sell,Buy,2024-08-15,2024-08-15,8.92,10.03,1,Take Profit,HL:8.4,6221.97,12.44
BHIA3,VWAP_Divergence,Buy,Sell,2024-08-09,2024-08-15,5.33,5.36,5,Time Exit,Div:-10.0%,-281.43,-0.56
BEEF3,Vol_Climax,Sell,Buy,2024-08-09,2024-08-15,7.09,7.33,5,Time Exit,Vz:2.5,1692.52,3.39
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-14,2024-08-15,129.68,130.49,1,Daily Cash MtM,Beta,1314.84,0.6246
PRIO3,OU_MR,Sell,Buy,2024-07-30,2024-08-15,47.3,48.9,13,Time Exit,HL:13.4,1691.33,3.38
ALOS3,OU_MR,Sell,Buy,2024-08-09,2024-08-15,20.39,20.81,5,Time Exit,HL:5.5,1029.92,2.06
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-15,2024-08-16,130.49,130.29,1,Daily Cash MtM,Beta,-417.18,-0.1533
GGBR4,OU_MR,Buy,Sell,2024-08-07,2024-08-16,16.21,16.28,8,Time Exit,HL:8.4,-215.92,-0.43
CASH3,OU_MR,Sell,Buy,2024-08-14,2024-08-16,6.21,6.13,3,Time Exit,HL:3.5,-644.12,-1.29
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-16,2024-08-19,130.29,131.98,1,Daily Cash MtM,Beta,1568.11,1.2971
ABEV3,OU_MR,Sell,Buy,2024-08-08,2024-08-19,10.4,10.84,8,Time Exit,HL:8.5,2115.38,4.23
DXCO3,OU_MR,Sell,Buy,2024-08-12,2024-08-19,7.12,7.37,6,Time Exit,HL:6.8,1755.62,3.51
AZZA3,Vol_Climax,Sell,Buy,2024-08-13,2024-08-19,48.06,46.79,5,Time Exit,Vz:3.3,-1321.27,-2.64
BRAV3,OU_MR,Sell,Buy,2024-08-13,2024-08-19,30.14,27.85,5,Time Exit,HL:5.9,-3798.94,-7.6
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-19,2024-08-20,131.98,132.44,1,Daily Cash MtM,Beta,771.02,0.3485
BRAP4,OU_MR,Buy,Sell,2024-08-01,2024-08-20,14.76,14.92,14,Time Exit,HL:14.4,-542.01,-1.08
GOAU4,OU_MR,Buy,Sell,2024-08-08,2024-08-20,7.02,7.27,9,Time Exit,HL:9.4,-1780.63,-3.56
FIQE3,Keltner_Squeeze,Buy,Sell,2024-08-12,2024-08-20,2.83,2.99,7,Time Exit,SqueezeBrk_Up,-2826.86,-5.65
BBAS3,OU_MR,Sell,Buy,2024-08-16,2024-08-20,25.44,26.29,3,Time Exit,HL:3.2,1670.6,3.34
BMGB4,Vol_Climax,Sell,Buy,2024-08-15,2024-08-21,3.09,3.14,5,Time Exit,Vz:3.4,809.06,1.62
CMIN3,Vol_Climax,Sell,Buy,2024-08-15,2024-08-21,4.2,4.59,5,Time Exit,Vz:3.3,4642.86,9.29
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-20,2024-08-21,132.44,132.74,1,Daily Cash MtM,Beta,494.95,0.2265
ANIM3,OU_MR,Sell,Buy,2024-08-14,2024-08-21,3.33,3.44,6,Time Exit,HL:6.7,1651.65,3.3
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-21,2024-08-22,132.74,131.57,1,Daily Cash MtM,Beta,-1552.2,-0.8814
CMIG4,Vol_Climax,Sell,Buy,2024-08-16,2024-08-22,9.07,9.38,5,Time Exit,Vz:2.9,1708.93,3.42
COGN3,VWAP_Divergence,Buy,Sell,2024-08-16,2024-08-22,1.2,1.14,5,Time Exit,Div:-9.6%,2500.0,5.0
AERI3,VWAP_Divergence,Sell,Buy,2024-08-19,2024-08-22,9.83,8.84,4,Stop Loss,Div:37.2%,-5035.61,-10.07
ENEV3,OU_MR,Sell,Buy,2024-08-20,2024-08-22,13.87,13.48,3,Time Exit,HL:3.6,-1405.91,-2.81
BPAC11,OU_MR,Sell,Buy,2024-08-15,2024-08-23,33.59,34.78,7,Time Exit,HL:7.6,1771.36,3.54
CEAB3,OU_MR,Sell,Buy,2024-08-21,2024-08-23,8.85,9.48,3,Time Exit,HL:3.9,3559.32,7.12
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-22,2024-08-23,131.57,131.98,1,Daily Cash MtM,Beta,692.77,0.3116
AXIA3,OU_MR,Sell,Buy,2024-08-13,2024-08-23,35.43,37.25,9,Time Exit,HL:9.8,2568.44,5.14
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-23,2024-08-26,131.98,133.21,1,Daily Cash MtM,Beta,1686.02,0.932
ALUP11,Keltner_Squeeze,Buy,Sell,2024-08-16,2024-08-26,29.04,28.73,7,Time Exit,SqueezeBrk_Up,533.75,1.07
IRBR3,VWAP_Divergence,Sell,Buy,2024-08-20,2024-08-26,45.89,48.06,5,Time Exit,Div:24.5%,2364.35,4.73
CVCB3,OU_MR,Sell,Buy,2024-08-23,2024-08-26,2.17,2.07,2,Time Exit,HL:2.9,-2304.15,-4.61
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-26,2024-08-27,133.21,133.01,1,Daily Cash MtM,Beta,-275.06,-0.1501
BBDC3,VWAP_Divergence,Sell,Buy,2024-08-21,2024-08-27,12.03,11.93,5,Time Exit,Div:13.1%,-415.63,-0.83
BRAP4,Vol_Climax,Sell,Buy,2024-08-21,2024-08-27,15.11,15.48,5,Time Exit,Vz:2.6,1224.35,2.45
CMIN3,OU_MR,Sell,Buy,2024-08-22,2024-08-27,4.63,4.79,4,Time Exit,HL:4.4,1727.86,3.46
CVCB3,OU_MR,Sell,Buy,2024-08-27,2024-08-28,2.07,2.05,2,Time Exit,HL:3.0,-483.09,-0.97
BHIA3,OU_MR,Sell,Buy,2024-08-21,2024-08-28,6.08,6.74,6,Time Exit,HL:6.1,5427.63,10.86
B3SA3,OU_MR,Sell,Buy,2024-08-13,2024-08-28,11.55,11.91,12,Time Exit,HL:12.8,1558.44,3.12
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-27,2024-08-28,133.01,133.62,1,Daily Cash MtM,Beta,850.5,0.4586
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-28,2024-08-29,133.62,132.17,1,Daily Cash MtM,Beta,-2092.25,-1.0852
CSNA3,OU_MR,Sell,Buy,2024-08-23,2024-08-29,11.55,11.35,5,Time Exit,HL:5.4,-865.8,-1.73
GGBR4,OU_MR,Sell,Buy,2024-08-23,2024-08-29,17.25,17.44,5,Time Exit,HL:5.8,550.72,1.1
PRNR3,Vol_Climax,Sell,Buy,2024-08-23,2024-08-29,14.23,13.31,5,Time Exit,Vz:3.5,-3232.61,-6.47
CEAB3,OU_MR,Sell,Buy,2024-08-27,2024-08-29,9.18,9.32,3,Time Exit,HL:4.0,762.53,1.53
DESK3,OU_MR,Buy,Sell,2024-08-28,2024-08-30,15.92,15.26,3,Time Exit,HL:3.6,2072.86,4.15
YDUQ3,OU_MR,Buy,Sell,2024-08-26,2024-08-30,9.47,9.04,5,Time Exit,HL:5.9,2270.33,4.54
VBBR3,Vol_Climax,Buy,Sell,2024-08-26,2024-08-30,21.45,21.49,5,Time Exit,Vz:3.8,-93.24,-0.19
DASA3,OU_MR,Sell,Buy,2024-08-22,2024-08-30,3.41,3.07,7,Stop Loss,HL:8.4,-4985.34,-9.97
CXSE3,Keltner_Squeeze,Buy,Sell,2024-08-22,2024-08-30,13.19,14.52,7,Stop Loss,SqueezeBrk_Up,-5041.7,-10.08
CYRE3,OU_MR,Sell,Buy,2024-08-19,2024-08-30,18.98,19.27,10,Time Exit,HL:10.0,763.96,1.53
