Ativo,Estrategia,Original_Signal,Executed_Dir,Entry_Date,Date,Entry_Price,Exit_Price,Hold_Days,Exit_Reason,Metric,PNL,Return_%
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-29,2024-08-30,132.17,132.6,1,Daily Cash MtM,Beta,774.08,0.3253
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-08-30,2024-09-02,132.6,131.1,1,Daily Cash MtM,Beta,-4905.97,-1.1312
BRSR6,OU_MR,Sell,Buy,2024-08-16,2024-09-02,10.36,10.75,12,Time Exit,HL:12.6,1882.24,3.76
JHSF3,OU_MR,Sell,Buy,2024-08-20,2024-09-02,3.81,3.92,10,Time Exit,HL:10.3,1443.57,2.89
BLAU3,VWAP_Divergence,Sell,Buy,2024-08-27,2024-09-02,9.12,9.77,5,Time Exit,Div:14.1%,3563.6,7.13
CMIN3,OU_MR,Sell,Buy,2024-08-28,2024-09-02,4.77,4.8,4,Time Exit,HL:4.9,314.47,0.63
BMGB4,VWAP_Divergence,Sell,Buy,2024-08-28,2024-09-03,3.27,3.18,5,Time Exit,Div:9.1%,-1376.15,-2.75
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-02,2024-09-03,131.1,130.63,1,Daily Cash MtM,Beta,-1563.04,-0.3585
ENGI11,OU_MR,Sell,Buy,2024-08-20,2024-09-03,41.9,40.02,11,Time Exit,HL:11.7,-2243.44,-4.49
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-03,2024-09-04,130.63,132.38,1,Daily Cash MtM,Beta,3091.98,1.3397
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-04,2024-09-05,132.38,132.89,1,Daily Cash MtM,Beta,130.58,0.3853
SUZB3,OU_MR,Sell,Buy,2024-08-26,2024-09-05,53.3,52.37,9,Time Exit,HL:9.9,-872.42,-1.74
AERI3,VWAP_Divergence,Sell,Buy,2024-09-03,2024-09-05,11.39,10.25,3,Stop Loss,Div:32.4%,-5004.39,-10.01
CXSE3,VWAP_Divergence,Sell,Buy,2024-09-02,2024-09-06,14.42,14.0,5,Time Exit,Div:8.1%,-1456.31,-2.91
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-05,2024-09-06,132.89,130.96,1,Daily Cash MtM,Beta,-1861.14,-1.4523
PETR3,OU_MR,Sell,Buy,2024-08-29,2024-09-06,36.44,34.63,7,Time Exit,HL:8.0,-2483.53,-4.97
VALE3,OU_MR,Sell,Buy,2024-08-30,2024-09-06,51.8,49.62,6,Time Exit,HL:6.4,-2104.25,-4.21
ESPA3,OU_MR,Sell,Buy,2024-09-04,2024-09-06,1.11,1.1,3,Time Exit,HL:3.2,-450.45,-0.9
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-06,2024-09-09,130.96,131.04,1,Daily Cash MtM,Beta,134.24,0.0611
CPFE3,Vol_Climax,Sell,Buy,2024-09-03,2024-09-09,33.27,34.45,5,Time Exit,Vz:3.7,1773.37,3.55
EGIE3,Vol_Climax,Sell,Buy,2024-09-03,2024-09-09,29.96,30.08,5,Time Exit,Vz:3.9,200.27,0.4
QUAL3,Vol_Climax,Sell,Buy,2024-09-03,2024-09-09,2.23,2.07,5,Time Exit,Vz:3.2,-3587.44,-7.17
AZZA3,OU_MR,Buy,Sell,2024-09-04,2024-09-09,42.28,41.56,4,Time Exit,HL:4.4,851.47,1.7
BRAV3,OU_MR,Buy,Sell,2024-09-06,2024-09-10,24.25,21.23,3,Take Profit,HL:9.2,6226.8,12.45
BRBI11,Vol_Climax,Buy,Sell,2024-09-04,2024-09-10,12.19,12.88,5,Time Exit,Vz:3.3,-2830.19,-5.66
BLAU3,VWAP_Divergence,Sell,Buy,2024-09-04,2024-09-10,10.08,9.07,5,Stop Loss,Div:8.3%,-5009.92,-10.02
PETR4,OU_MR,Sell,Buy,2024-08-30,2024-09-10,32.64,31.03,8,Time Exit,HL:9.0,-2466.3,-4.93
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-09,2024-09-10,131.04,130.63,1,Daily Cash MtM,Beta,-685.71,-0.3129
VAMO3,OU_MR,Buy,Sell,2024-09-02,2024-09-10,6.9,6.75,7,Time Exit,HL:7.7,1086.96,2.17
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-10,2024-09-11,130.63,131.21,1,Daily Cash MtM,Beta,1178.77,0.444
ASAI3,OU_MR,Buy,Sell,2024-09-02,2024-09-11,9.49,8.88,8,Time Exit,HL:8.6,3213.91,6.43
ALPA4,Keltner_Squeeze,Sell,Buy,2024-09-03,2024-09-11,6.44,6.2,7,Time Exit,SqueezeBrk_Dn,-1863.35,-3.73
POMO4,OU_MR,Sell,Buy,2024-09-03,2024-09-11,5.83,5.86,7,Time Exit,HL:7.4,257.29,0.51
CASH3,OU_MR,Buy,Sell,2024-09-09,2024-09-11,4.14,4.23,3,Time Exit,HL:3.3,-1086.96,-2.17
CPFE3,OU_MR,Sell,Buy,2024-09-10,2024-09-11,34.49,34.05,2,Time Exit,HL:2.5,-637.87,-1.28
ONCO3,OU_MR,Buy,Sell,2024-09-11,2024-09-12,5.43,5.98,2,Stop Loss,HL:7.1,-5064.46,-10.13
BRAP4,OU_MR,Sell,Buy,2024-08-29,2024-09-12,15.39,14.82,11,Time Exit,HL:11.3,-1851.85,-3.7
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-11,2024-09-12,131.21,130.31,1,Daily Cash MtM,Beta,-1828.34,-0.6859
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-12,2024-09-13,130.31,131.21,1,Daily Cash MtM,Beta,744.57,0.6907
BRKM5,OU_MR,Sell,Buy,2024-09-06,2024-09-13,18.25,19.37,6,Time Exit,HL:6.8,3068.49,6.14
CMIN3,VWAP_Divergence,Sell,Buy,2024-09-10,2024-09-13,4.96,5.58,4,Take Profit,Div:12.4%,6250.0,12.5
CSAN3,OU_MR,Buy,Sell,2024-09-10,2024-09-13,12.74,13.05,4,Time Exit,HL:4.6,-1216.64,-2.43
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-13,2024-09-16,131.21,131.38,1,Daily Cash MtM,Beta,280.7,0.1296
PCAR3,OU_MR,Buy,Sell,2024-09-11,2024-09-16,2.98,3.08,4,Time Exit,HL:4.1,-1677.85,-3.36
LPSB3,OU_MR,Sell,Buy,2024-09-12,2024-09-16,1.86,1.67,3,Stop Loss,HL:6.6,-5107.53,-10.22
GMAT3,Vol_Climax,Buy,Sell,2024-09-11,2024-09-17,7.5,7.06,5,Time Exit,Vz:4.0,2933.33,5.87
DIRR3,Keltner_Squeeze,Buy,Sell,2024-09-09,2024-09-17,8.4,9.0,7,Time Exit,SqueezeBrk_Up,-3571.43,-7.14
CPLE3,Keltner_Squeeze,Buy,Sell,2024-09-09,2024-09-17,8.72,8.73,7,Time Exit,SqueezeBrk_Up,-57.34,-0.11
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-16,2024-09-17,131.38,131.33,1,Daily Cash MtM,Beta,-60.95,-0.0381
FRAS3,OU_MR,Sell,Buy,2024-08-29,2024-09-17,18.93,19.79,14,Time Exit,HL:14.4,2271.53,4.54
RAIL3,OU_MR,Buy,Sell,2024-09-02,2024-09-17,20.79,20.09,12,Time Exit,HL:12.7,1683.5,3.37
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-17,2024-09-18,131.33,130.05,1,Daily Cash MtM,Beta,-2566.67,-0.9746
PRIO3,OU_MR,Buy,Sell,2024-09-11,2024-09-18,42.39,43.21,6,Time Exit,HL:6.7,-967.21,-1.93
ANIM3,OU_MR,Buy,Sell,2024-09-16,2024-09-18,3.14,3.12,3,Time Exit,HL:4.0,318.47,0.64
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-18,2024-09-19,130.05,129.37,1,Daily Cash MtM,Beta,-575.84,-0.5229
AURE3,Keltner_Squeeze,Sell,Buy,2024-09-11,2024-09-19,11.15,10.78,7,Time Exit,SqueezeBrk_Dn,-1659.19,-3.32
DASA3,Vol_Climax,Sell,Buy,2024-09-18,2024-09-20,3.13,2.82,3,Stop Loss,Vz:3.3,-4952.08,-9.9
VAMO3,VWAP_Divergence,Buy,Sell,2024-09-16,2024-09-20,6.7,6.0,5,Time Exit,Div:-8.1%,5223.88,10.45
CMIN3,VWAP_Divergence,Sell,Buy,2024-09-16,2024-09-20,5.6,5.33,5,Time Exit,Div:10.1%,-2410.71,-4.82
ABEV3,Keltner_Squeeze,Buy,Sell,2024-09-12,2024-09-20,10.79,10.65,7,Time Exit,SqueezeBrk_Up,648.75,1.3
ASAI3,OU_MR,Buy,Sell,2024-09-12,2024-09-20,8.82,7.72,7,Take Profit,HL:11.4,6235.83,12.47
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-19,2024-09-20,129.37,127.63,1,Daily Cash MtM,Beta,-778.66,-1.345
MYPK3,Keltner_Squeeze,Sell,Buy,2024-09-12,2024-09-20,10.44,10.39,7,Time Exit,SqueezeBrk_Dn,-239.46,-0.48
MRVE3,OU_MR,Sell,Buy,2024-09-18,2024-09-23,8.0,7.2,4,Stop Loss,HL:12.0,-5000.0,-10.0
GGPS3,OU_MR,Sell,Buy,2024-09-17,2024-09-23,16.23,16.1,5,Time Exit,HL:5.3,-400.49,-0.8
BPAC11,Keltner_Squeeze,Sell,Buy,2024-09-13,2024-09-23,32.6,31.38,7,Time Exit,SqueezeBrk_Dn,-1871.17,-3.74
COGN3,OU_MR,Sell,Buy,2024-09-17,2024-09-23,1.23,1.11,5,Stop Loss,HL:13.4,-4878.05,-9.76
BEEF3,OU_MR,Buy,Sell,2024-09-10,2024-09-23,6.77,6.37,10,Time Exit,HL:11.0,2954.21,5.91
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-20,2024-09-23,127.63,127.0,1,Daily Cash MtM,Beta,-1538.2,-0.4936
MEAL3,OU_MR,Buy,Sell,2024-09-12,2024-09-23,1.43,1.32,8,Time Exit,HL:8.3,3846.15,7.69
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-23,2024-09-24,127.0,128.68,1,Daily Cash MtM,Beta,4031.11,1.3228
BRKM5,OU_MR,Sell,Buy,2024-09-17,2024-09-24,19.21,19.21,6,Time Exit,HL:6.2,0.0,0.0
MELK3,OU_MR,Sell,Buy,2024-09-18,2024-09-24,2.31,2.17,5,Time Exit,HL:5.3,-3030.3,-6.06
ANIM3,OU_MR,Buy,Sell,2024-09-23,2024-09-24,2.67,2.41,2,Time Exit,HL:2.9,4868.91,9.74
GRND3,OU_MR,Buy,Sell,2024-09-23,2024-09-24,4.03,3.99,2,Time Exit,HL:3.0,496.28,0.99
LJQQ3,OU_MR,Buy,Sell,2024-09-23,2024-09-25,3.51,3.31,3,Time Exit,HL:3.2,2849.0,5.7
CEAB3,OU_MR,Sell,Buy,2024-09-18,2024-09-25,9.7,9.41,6,Time Exit,HL:6.4,-1494.85,-2.99
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-24,2024-09-25,128.68,127.92,1,Daily Cash MtM,Beta,-1246.77,-0.5906
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-25,2024-09-26,127.92,129.33,1,Daily Cash MtM,Beta,1225.79,1.1023
CURY3,OU_MR,Sell,Buy,2024-09-09,2024-09-26,20.83,19.3,14,Time Exit,HL:14.8,-3672.59,-7.35
EGIE3,OU_MR,Buy,Sell,2024-09-23,2024-09-26,29.37,29.11,4,Time Exit,HL:4.9,442.63,0.89
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-26,2024-09-27,129.33,129.04,1,Daily Cash MtM,Beta,-244.88,-0.2242
BBDC3,Keltner_Squeeze,Sell,Buy,2024-09-19,2024-09-27,11.67,11.3,7,Time Exit,SqueezeBrk_Dn,-1585.26,-3.17
BRAV3,Vol_Climax,Buy,Sell,2024-09-23,2024-09-27,18.13,17.79,5,Time Exit,Vz:3.6,937.67,1.88
KLBN11,OU_MR,Buy,Sell,2024-09-23,2024-09-27,18.42,18.58,5,Time Exit,HL:5.6,-434.31,-0.87
ANIM3,OU_MR,Buy,Sell,2024-09-25,2024-09-27,2.41,2.37,3,Time Exit,HL:3.7,829.88,1.66
BBDC4,Keltner_Squeeze,Sell,Buy,2024-09-20,2024-09-30,12.98,12.61,7,Time Exit,SqueezeBrk_Dn,-1425.27,-2.85
ALOS3,OU_MR,Buy,Sell,2024-09-24,2024-09-30,19.93,19.54,5,Time Exit,HL:5.8,978.42,1.96
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-27,2024-09-30,129.04,128.43,1,Daily Cash MtM,Beta,-986.6,-0.4727
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-09-30,2024-10-01,128.43,128.86,1,Daily Cash MtM,Beta,359.17,0.3348
BRSR6,OU_MR,Buy,Sell,2024-09-19,2024-10-01,10.25,9.55,9,Time Exit,HL:9.6,3414.63,6.83
BHIA3,OU_MR,Buy,Sell,2024-09-24,2024-10-01,5.38,4.71,6,Take Profit,HL:8.0,6226.77,12.45
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-01,2024-10-02,128.86,129.85,1,Daily Cash MtM,Beta,900.99,0.7683
AXIA3,OU_MR,Buy,Sell,2024-09-24,2024-10-02,35.23,35.0,7,Time Exit,HL:7.6,326.43,0.65
CPLE3,OU_MR,Buy,Sell,2024-09-25,2024-10-02,8.35,8.33,6,Time Exit,HL:6.5,119.76,0.24
CYRE3,OU_MR,Buy,Sell,2024-09-26,2024-10-02,18.27,19.04,5,Time Exit,HL:5.3,-2107.28,-4.21
CSNA3,OU_MR,Sell,Buy,2024-09-30,2024-10-03,12.96,12.29,4,Time Exit,HL:4.6,-2584.88,-5.17
COGN3,Keltner_Squeeze,Sell,Buy,2024-09-25,2024-10-03,1.14,1.05,7,Time Exit,SqueezeBrk_Dn,-3947.37,-7.89
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-02,2024-10-03,129.85,128.03,1,Daily Cash MtM,Beta,-2333.89,-1.4016
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-03,2024-10-04,128.03,128.2,1,Daily Cash MtM,Beta,142.93,0.1328
GMAT3,OU_MR,Buy,Sell,2024-09-18,2024-10-04,7.05,7.04,13,Time Exit,HL:13.8,70.92,0.14
BPAC11,OU_MR,Buy,Sell,2024-09-24,2024-10-04,31.55,31.14,9,Time Exit,HL:9.9,649.76,1.3
CBAV3,OU_MR,Sell,Buy,2024-09-26,2024-10-04,5.39,6.06,7,Take Profit,HL:14.3,6215.21,12.43
EGIE3,OU_MR,Buy,Sell,2024-09-27,2024-10-04,29.04,28.36,6,Time Exit,HL:6.5,1170.8,2.34
CMIN3,VWAP_Divergence,Sell,Buy,2024-09-30,2024-10-04,6.02,5.78,5,Time Exit,Div:13.9%,-1993.36,-3.99
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-04,2024-10-07,128.2,128.45,1,Daily Cash MtM,Beta,514.63,0.195
AXIA6,OU_MR,Buy,Sell,2024-09-24,2024-10-07,31.11,29.82,10,Time Exit,HL:10.4,2073.29,4.15
BRAP4,OU_MR,Sell,Buy,2024-09-30,2024-10-07,16.48,15.71,6,Time Exit,HL:6.5,-2336.17,-4.67
ALUP11,OU_MR,Buy,Sell,2024-10-07,2024-10-08,26.64,26.95,2,Time Exit,HL:2.8,-581.83,-1.16
ASAI3,VWAP_Divergence,Buy,Sell,2024-10-02,2024-10-08,7.05,6.61,5,Time Exit,Div:-13.3%,3120.57,6.24
BRKM5,OU_MR,Sell,Buy,2024-09-27,2024-10-08,20.34,19.37,8,Time Exit,HL:8.7,-2384.46,-4.77
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-07,2024-10-08,128.45,127.93,1,Daily Cash MtM,Beta,-462.13,-0.4048
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-08,2024-10-09,127.93,126.35,1,Daily Cash MtM,Beta,-2023.6,-1.2351
B3SA3,OU_MR,Buy,Sell,2024-09-24,2024-10-09,10.66,10.12,12,Time Exit,HL:12.6,2532.83,5.07
CSAN3,OU_MR,Buy,Sell,2024-09-25,2024-10-09,12.77,12.45,11,Time Exit,HL:11.9,1252.94,2.51
ALOS3,OU_MR,Buy,Sell,2024-10-01,2024-10-09,19.59,19.77,7,Time Exit,HL:7.8,-459.42,-0.92
ABEV3,Vol_Climax,Sell,Buy,2024-10-03,2024-10-09,11.31,10.89,5,Time Exit,Vz:3.1,-1856.76,-3.71
AZZA3,VWAP_Divergence,Buy,Sell,2024-10-03,2024-10-09,37.08,36.96,5,Time Exit,Div:-8.9%,161.81,0.32
ISAE4,OU_MR,Buy,Sell,2024-10-07,2024-10-09,21.04,20.69,3,Time Exit,HL:3.7,831.75,1.66
ARML3,OU_MR,Buy,Sell,2024-09-30,2024-10-10,6.87,6.75,9,Time Exit,HL:9.9,873.36,1.75
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-09,2024-10-10,126.35,126.8,1,Daily Cash MtM,Beta,1119.36,0.3562
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-10,2024-10-11,126.8,126.47,1,Daily Cash MtM,Beta,-432.75,-0.2603
CASH3,OU_MR,Buy,Sell,2024-10-04,2024-10-11,3.81,3.34,6,Take Profit,HL:12.5,6167.98,12.34
EVEN3,OU_MR,Sell,Buy,2024-10-08,2024-10-11,6.29,5.76,4,Time Exit,HL:4.5,-4213.04,-8.43
CEAB3,OU_MR,Buy,Sell,2024-10-09,2024-10-11,8.84,9.73,3,Stop Loss,HL:7.1,-5033.94,-10.07
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-11,2024-10-14,126.47,127.5,1,Daily Cash MtM,Beta,1325.62,0.8144
CBAV3,OU_MR,Sell,Buy,2024-10-08,2024-10-14,5.89,5.67,5,Time Exit,HL:5.1,-1867.57,-3.74
CPFE3,OU_MR,Buy,Sell,2024-10-11,2024-10-14,32.64,32.69,2,Time Exit,HL:2.5,-76.59,-0.15
ISAE4,OU_MR,Sell,Buy,2024-10-14,2024-10-15,21.5,21.39,2,Time Exit,HL:2.1,-255.81,-0.51
ODPV3,Vol_Climax,Sell,Buy,2024-10-09,2024-10-15,9.94,9.33,5,Time Exit,Vz:2.7,-3068.41,-6.14
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-14,2024-10-15,127.5,127.4,1,Daily Cash MtM,Beta,-87.96,-0.0784
ITSA4,Keltner_Squeeze,Sell,Buy,2024-10-07,2024-10-15,8.25,8.22,7,Time Exit,SqueezeBrk_Dn,-181.82,-0.36
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-15,2024-10-16,127.4,128.07,1,Daily Cash MtM,Beta,833.85,0.5259
BHIA3,OU_MR,Buy,Sell,2024-10-03,2024-10-16,4.49,4.5,10,Time Exit,HL:10.2,-111.36,-0.22
COGN3,Vol_Climax,Sell,Buy,2024-10-10,2024-10-16,1.14,1.19,5,Time Exit,Vz:2.6,2192.98,4.39
CPFE3,OU_MR,Buy,Sell,2024-10-15,2024-10-16,32.81,32.89,2,Time Exit,HL:2.8,-121.91,-0.24
BEEF3,VWAP_Divergence,Buy,Sell,2024-10-11,2024-10-17,5.64,5.3,5,Time Exit,Div:-9.5%,3014.18,6.03
HBSA3,OU_MR,Buy,Sell,2024-10-14,2024-10-17,3.24,3.32,4,Time Exit,HL:4.7,-1234.57,-2.47
ALOS3,Vol_Climax,Buy,Sell,2024-10-11,2024-10-17,19.93,20.18,5,Time Exit,Vz:2.9,-627.2,-1.25
CURY3,OU_MR,Buy,Sell,2024-10-02,2024-10-17,19.39,19.75,12,Time Exit,HL:12.6,-928.31,-1.86
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-16,2024-10-17,128.07,127.31,1,Daily Cash MtM,Beta,-957.5,-0.5934
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-17,2024-10-18,127.31,127.0,1,Daily Cash MtM,Beta,-512.84,-0.2435
CSMG3,OU_MR,Buy,Sell,2024-10-01,2024-10-18,20.88,20.06,14,Time Exit,HL:14.8,1963.6,3.93
DXCO3,OU_MR,Sell,Buy,2024-10-04,2024-10-18,7.63,7.14,11,Time Exit,HL:11.2,-3211.01,-6.42
SMTO3,OU_MR,Sell,Buy,2024-10-10,2024-10-18,25.92,24.68,7,Time Exit,HL:7.1,-2391.98,-4.78
GGPS3,OU_MR,Buy,Sell,2024-10-14,2024-10-18,15.56,15.87,5,Time Exit,HL:5.1,-996.14,-1.99
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-18,2024-10-21,127.0,126.75,1,Daily Cash MtM,Beta,-404.46,-0.1969
EGIE3,OU_MR,Buy,Sell,2024-10-07,2024-10-21,28.47,28.03,11,Time Exit,HL:11.4,772.74,1.55
RAPT4,OU_MR,Sell,Buy,2024-10-21,2024-10-22,11.03,10.61,2,Time Exit,HL:2.7,-1903.9,-3.81
ODPV3,OU_MR,Buy,Sell,2024-10-16,2024-10-22,9.32,9.73,5,Time Exit,HL:5.3,-2199.57,-4.4
BMGB4,VWAP_Divergence,Sell,Buy,2024-10-16,2024-10-22,3.7,3.57,5,Time Exit,Div:8.5%,-1756.76,-3.51
CMIG4,OU_MR,Buy,Sell,2024-10-07,2024-10-22,9.28,9.15,12,Time Exit,HL:12.3,700.43,1.4
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-21,2024-10-22,126.75,126.5,1,Daily Cash MtM,Beta,-110.13,-0.1972
TIMS3,OU_MR,Buy,Sell,2024-10-10,2024-10-22,14.83,14.81,9,Time Exit,HL:9.3,67.43,0.13
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-22,2024-10-23,126.5,125.81,1,Daily Cash MtM,Beta,-1367.09,-0.5455
LJQQ3,Vol_Climax,Sell,Buy,2024-10-17,2024-10-23,2.92,2.63,5,Stop Loss,Vz:3.1,-4965.75,-9.93
IRBR3,OU_MR,Buy,Sell,2024-10-21,2024-10-23,41.39,45.55,3,Stop Loss,HL:13.0,-5025.37,-10.05
HYPE3,OU_MR,Sell,Buy,2024-10-24,2024-10-24,23.44,26.36,1,Take Profit,HL:10.9,6228.67,12.46
CVCB3,OU_MR,Sell,Buy,2024-10-23,2024-10-24,1.88,1.98,2,Time Exit,HL:2.5,2659.57,5.32
SMFT3,OU_MR,Sell,Buy,2024-10-21,2024-10-24,20.89,20.31,4,Time Exit,HL:4.9,-1388.22,-2.78
CYRE3,OU_MR,Sell,Buy,2024-10-18,2024-10-24,19.51,19.12,5,Time Exit,HL:5.6,-999.49,-2.0
JALL3,OU_MR,Buy,Sell,2024-10-17,2024-10-24,6.18,6.09,6,Time Exit,HL:6.1,728.16,1.46
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-23,2024-10-24,125.81,126.6,1,Daily Cash MtM,Beta,560.58,0.6279
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-24,2024-10-25,126.6,126.35,1,Daily Cash MtM,Beta,-487.88,-0.1975
BBSE3,OU_MR,Buy,Sell,2024-10-09,2024-10-25,28.36,28.43,13,Time Exit,HL:13.7,-123.41,-0.25
CEAB3,OU_MR,Sell,Buy,2024-10-15,2024-10-25,10.75,12.09,9,Take Profit,HL:9.8,6232.56,12.47
KLBN11,OU_MR,Buy,Sell,2024-10-16,2024-10-25,17.92,18.38,8,Time Exit,HL:8.8,-1283.48,-2.57
LWSA3,OU_MR,Sell,Buy,2024-10-23,2024-10-28,4.03,4.02,4,Time Exit,HL:4.9,-124.07,-0.25
JHSF3,OU_MR,Sell,Buy,2024-10-18,2024-10-28,4.02,3.99,7,Time Exit,HL:7.4,-373.13,-0.75
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-25,2024-10-28,126.35,127.84,1,Daily Cash MtM,Beta,1785.42,1.1793
RADL3,OU_MR,Buy,Sell,2024-10-10,2024-10-28,23.66,23.25,13,Time Exit,HL:13.2,866.44,1.73
GOAU4,OU_MR,Buy,Sell,2024-10-25,2024-10-29,7.15,7.24,3,Time Exit,HL:3.9,-629.37,-1.26
EQTL3,OU_MR,Buy,Sell,2024-10-25,2024-10-29,30.07,30.06,3,Time Exit,HL:3.1,16.63,0.03
MRVE3,OU_MR,Buy,Sell,2024-10-24,2024-10-29,6.96,6.96,4,Time Exit,HL:4.3,0.0,0.0
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-28,2024-10-29,127.84,127.25,1,Daily Cash MtM,Beta,-708.68,-0.4615
CURY3,OU_MR,Sell,Buy,2024-10-22,2024-10-29,20.01,21.45,6,Time Exit,HL:6.5,3598.2,7.2
RANI3,OU_MR,Buy,Sell,2024-10-18,2024-10-29,6.58,6.83,8,Time Exit,HL:8.4,-1899.7,-3.8
BMGB4,Vol_Climax,Buy,Sell,2024-10-23,2024-10-29,3.58,3.45,5,Time Exit,Vz:2.9,1815.64,3.63
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-29,2024-10-30,127.25,127.23,1,Daily Cash MtM,Beta,-48.05,-0.0157
ENEV3,OU_MR,Sell,Buy,2024-10-17,2024-10-30,14.14,13.2,10,Time Exit,HL:10.9,-3323.9,-6.65
SBFG3,OU_MR,Buy,Sell,2024-10-21,2024-10-30,12.95,13.93,8,Time Exit,HL:8.8,-3783.78,-7.57
PETR3,OU_MR,Buy,Sell,2024-10-25,2024-10-30,32.84,32.77,4,Time Exit,HL:4.8,106.58,0.21
CVCB3,OU_MR,Sell,Buy,2024-10-29,2024-10-30,2.14,2.16,2,Time Exit,HL:2.4,467.29,0.93
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-30,2024-10-31,127.23,126.26,1,Daily Cash MtM,Beta,-1518.45,-0.7624
MBRF3,OU_MR,Sell,Buy,2024-10-23,2024-10-31,12.25,13.77,7,Take Profit,HL:7.6,6204.08,12.41
HYPE3,Keltner_Squeeze,Sell,Buy,2024-10-30,2024-10-31,22.66,20.38,2,Stop Loss,SqueezeBrk_Dn,-5030.89,-10.06
EQTL3,OU_MR,Buy,Sell,2024-10-30,2024-11-01,30.18,29.46,3,Time Exit,HL:3.4,1192.84,2.39
GGPS3,OU_MR,Buy,Sell,2024-10-29,2024-11-01,14.92,14.47,4,Time Exit,HL:4.2,1508.04,3.02
CVCB3,OU_MR,Sell,Buy,2024-10-31,2024-11-01,2.15,1.93,2,Stop Loss,HL:2.6,-5116.28,-10.23
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-10-31,2024-11-01,126.26,124.6,1,Daily Cash MtM,Beta,-1299.26,-1.3148
RAIZ4,OU_MR,Buy,Sell,2024-10-23,2024-11-01,2.84,2.85,8,Time Exit,HL:9.0,-176.06,-0.35
CMIG4,OU_MR,Sell,Buy,2024-10-31,2024-11-04,9.39,9.61,3,Time Exit,HL:3.7,1171.46,2.34
CASH_SWEEP_BOVA11,Cash_Overlay,Hold,Buy,2024-11-01,2024-11-04,124.6,127.15,1,Daily Cash MtM,Beta,3989.37,2.0466
CEAB3,VWAP_Divergence,Sell,Buy,2024-10-29,2024-11-04,11.49,12.3,5,Time Exit,Div:13.7%,3524.8,7.05
